nama_variabel,jenis_makanan,tahun,nama_wilayah,value
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sanggau,51
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Ketapang,170
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sintang,95
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kapuas Hulu,123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sekadau,149
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Melawi,56
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kayong Utara,202
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kubu Raya,97
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Pontianak,280
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Singkawang,202
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kotawaringin Barat,228
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kotawaringin Timur,214
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kapuas,169
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Barito Selatan,293
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Barito Utara,270
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sukamara,506
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Lamandau,392
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Seruyan,244
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Katingan,209
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pulang Pisau,148
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Gunung Mas,147
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Barito Timur,216
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Murung Raya,136
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Palangka Raya,200
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tanah Laut,162
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Baru,124
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Banjar,161
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Barito Kuala,125
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tapin,355
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Hulu Sungai Selatan,222
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Hulu Sungai Tengah,229
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Hulu Sungai Utara,88
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tabalong,405
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tanah Bumbu,247
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Balangan,75
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Banjarmasin,589
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Banjar Baru,202
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Paser,195
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kutai Barat,85
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kutai Kartanegara,370
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kutai Timur,666
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Berau,123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Penajam Paser Utara,111
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mahakam Ulu,48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Balikpapan,909
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Samarinda,309
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Bontang,514
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Malinau,133
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bulungan,123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tana Tidung,269
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Nunukan,257
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Tarakan,274
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bolaang Mongondow,361
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Minahasa,167
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kepulauan Sangihe,15
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kepulauan Talaud,82
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Minahasa Selatan,298
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Minahasa Utara,364
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bolaang Mongondow Utara,138
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Siau Tagulandang Biaro,13
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Minahasa Tenggara,144
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bolaang Mongondow Selatan,105
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bolaang Mongondow Timur,228
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Manado,606
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Bitung,367
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Tomohon,50
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Kotamobagu,228
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Banggai Kepulauan,64
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Banggai,106
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Morowali,358
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Poso,59
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Donggala,141
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Toli-Toli,53
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buol,37
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Parigi Moutong,118
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tojo Una-Una,268
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sigi,147
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Banggai Laut,162
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Morowali Utara,81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Palu,173
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kepulauan Selayar,48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bulukumba,69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bantaeng,250
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Jeneponto,221
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Takalar,114
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Gowa,308
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sinjai,81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Maros,96
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pangkajene dan Kepulauan,340
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Barru,75
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bone,100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Soppeng,94
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Wajo,188
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sidenreng Rappang,305
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pinrang,208
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Enrekang,133
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Luwu,154
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tana Toraja,201
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Luwu Utara,89
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Luwu Timur,207
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Toraja Utara,244
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Makasar,729
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Parepare,478
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Palopo,425
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buton,845
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Muna,76
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Konawe,180
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kolaka,239
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Konawe Selatan,127
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bombana,70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Wakatobi,380
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kolaka Utara,305
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buton Utara,251
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Konawe Utara,62
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kolaka Timur,50
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Konawe Kepulauan,205
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Muna Barat,273
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buton Tengah,358
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buton Selatan,492
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Kendari,370
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Baubau,109
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Boalemo,145
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Gorontalo,521
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pohuwato,276
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Bone Bolango,817
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Gorontalo Utara,242
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Gorontalo,376
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Majene,34
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Polewali Mandar,32
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mamasa,10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mamuju,13
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mamuju Utara,85
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mamuju Tengah,74
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Maluku Tenggara Barat,118
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Maluku Tenggara,143
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Maluku Tengah,96
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buru,193
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kepulauan Aru,24
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Seram Bagian Barat,10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Seram Bagian Timur,95
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Maluku Barat Daya,115
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Buru Selatan,35
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Ambon,239
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Tual,142
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Halmahera Barat,104
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Halmahera Tengah,140
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kepulauan Sula,13
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Halmahera Selatan,103
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Halmahera Utara,279
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Halmahera Timur,308
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pulau Morotai,206
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pulau Taliabu,28
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Ternate,488
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Tidore Kepulauan,183
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Fakfak,280
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kaimana,110
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Teluk Wondama,1
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Teluk Bintuni,179
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Manokwari,343
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sorong Selatan,96
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sorong,374
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Raja Ampat,134
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tambrauw,128
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Maybrat,306
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Manokwari Selatan,413
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pegunungan Arfak,1
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Sorong,476
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Merauke,518
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Jayawijaya,1
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Jayapura,387
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Nabire,813
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kepulauan Yapen,218
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Biak Numfor,236
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Paniai,1
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Puncak Jaya,44
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mimika,771
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Boven Digoel,55
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mappi,49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Asmat,135
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Yahukimo,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Pegunungan Bintang,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Tolikara,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Sarmi,276
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Keerom,106
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Waropen,17
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Supiori,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mamberamo Raya,149
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Nduga,281
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Lanny Jaya,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Mamberamo Tengah,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Yalimo,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Puncak,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Dogiyai,22
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Intan Jaya,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Deiyai,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Kacang Hijau,2021,Kota Jayapura,560
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Simeulue,46
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Singkil,1077
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Selatan,166
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Tenggara,254
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Timur,330
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Tengah,546
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Barat,380
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Besar,586
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Pidie,435
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Bireuen,185
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Utara,273
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Barat Daya,192
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Gayo Lues,586
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Tamiang,206
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Nagan Raya,473
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Aceh Jaya,314
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Bener Meriah,266
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Pidie Jaya,760
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Banda Aceh,879
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Sabang,338
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Langsa,412
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Lhokseumawe,737
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Subulussalam,392
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Nias,76
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Mandailing Natal,465
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Tapanuli Selatan,324
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Tapanuli Tengah,275
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Tapanuli Utara,285
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Toba Samosir,401
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Labuhan Batu,302
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Asahan,393
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Simalungun,307
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Dairi,484
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Karo,863
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Deli Serdang,336
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Langkat,129
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Nias Selatan,317
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Humbang Hasundutan,304
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Pakpak Bharat,297
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Samosir,291
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Serdang Bedagai,412
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Batu Bara,169
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Padang Lawas Utara,149
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Padang Lawas,398
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Labuhan Batu Selatan,661
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Labuhan Batu Utara,183
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Nias Utara,195
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Nias Barat,172
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Sibolga,253
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Tanjung Balai,271
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Pematang Siantar,930
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Tebing Tinggi,403
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Medan,832
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Binjai,356
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Padangsidimpuan,410
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kota Gunungsitoli,78
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Kepulauan Mentawai,488
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Pesisir Selatan,281
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Solok,426
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Sijunjung,316
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Tanah Datar,300
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Padang Pariaman,468
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2021,Agam,597
